Blend,Head,Type,Brand,POS,sw1,sw1_POS,sw2,sw2_POS,sw3,sw3_POS,Source,sw source,Definition,LengthDiffSyll,LengthDiffSeg,sw1_stress,sw2_stress,StressReduction,StressHypothesis,SegReduction,sw1length,sw1percent,sw1deleted,sw2length,sw2percent,sw2deleted,SegHypothesis
dungalow,2,WR,no,n,dung,n,bungalow,n,,,Thurner (TM),,"a derisive name for the functional but nondescript California bungalow, a word used primarily by Southern California real estate developers who demolished many such modest homes during the building boom of the 1980s to make way for sprawling luxury estates",-2,,1,1,0,0,0.5,3,1,0,7,0.857142857,1,0
Durablend,2,LW,yes,n,durable,adj,blend,n,,,Thurner (BTC),KS,sleepwear and lingerie (Henson Kickernick),,,,,,,,,,,,,,
Dustroyer,2,WR,yes,n,dust,adj,destroyer,n,,,Thurner (BTC),KS,dust mops (American Textile Products Co.),,,,,,,,,,,,,,
dwizened,2,LR,no,adj,dwindle,v,wizened,adj,,,Thurner (BL),,extremely wrinkled; shrunken by age,0,,1,1,0,0,0.5,7,0.714285714,2,6,1,0,1
Dyenamite,1,orth,yes,n,dye,n,dynamite,n,,,Thurner (BTC),KS,"fabric dyes (Carnival Arts, Inc.)",,,,,,,,,,,,,,
dynamotor,2,WW,no,n,dynamo,n,motor,n,,,Thurner (WE),,a motor that performs as both a motor and a generator,1,,1,0.5,0.5,0,0,6,1,0,4,1,0,0
earjerker,2,WR,no,n,ear,n,tearjerker,n,,,Thurner (DCS),,a motion picture that prominently features a soundtrack calculated to elicit an emotional response from the audience,-2,,1,1,0,0,0.5,2,1,0,7,0.857142857,1,0
Earthoon,both,WR,yes,n,Earth,n,Moon,n,,,Thurner (DCS),,"one of the names proposed for the primordial body which existed during the formation of our solar system, and later broke apart to form the earth and moon. Suggested by physicist George Gamow",,,,,,,,,,,,,,
Eastralia,2,WR,yes,n,east,adj,Australia,n,,,Thurner (DS),,an Australian name for the eastern region of Australia,,,,,,,,,,,,,,
echosultant,2,WR,no,n,echo,n,consultant,n,,,Thurner (JA),,"a consultant hired for the express purpose of reconfirming and thus sanctioning the findings of a previous consultant, a ploy often used by government or business officials to justify their own policies",-1,,0.5,1,0.5,1,0.5,3,1,0,10,0.8,2,0
econometric,2,LW,no,n,economic,adj,metrics,n,,,Thurner (WE),,having to do with the application of mathematical forms and statistical techniques to economic theories and problems,2,,0,1,1,1,1,8,0.625,3,7,0.857142857,1,1
ecotage,2,WR,no,n,eco,adj,sabotage,n,,,Thurner (NWD),sw1 - KS,environmental terrorism; sabotage committed in the belief that acts such as driving spikes into tree trunks to ruin the saws of loggers will help save the environment,-1,,1,1,0,0,0.5,3,1,0,7,0.428571429,4,0
ecotecture,2,WR,no,n,eco,adj,architecture,n,,,Thurner (JO),sw1 - KS,a work of architecture designed specifically to blend into the landscape and harmonize with its natural surroundings,-2,,1,1,0,0,0.5,3,1,0,9,0.666666667,3,0
ecumaniac,2,LW,no,n,ecumenical,adj,maniac,n,,,Thurner (OED),,a zealous supporter of the ecumenical movement,2,,1,1,0,0,0.5,11,0.636363636,4,6,1,0,1
ecumenopolis,2,LW,no,n,ecumenical,adj,metropolis,n,,,Thurner (TW),,"the basis of a theory that envisions all societies of the world evolving into one vast interlocking community, encompassing all nations and cultures into one universal city",1,,0,1,1,1,1,11,0.818181818,2,10,0.7,3,0
edifice complex,2,WR,no,n,edifice,n,Oedipus complex,n,,,Thurner (DJ),,"an overwhelming obsession with large, imposing buildings, particularly buildings erected as government offices",-2,,1,1,0,0,0.5,6,1,0,14,0.857142857,2,0
educant,2,LW,no,n,education,n,cant,n,,,Thurner (WAW),,a derisive name for teaching jargon,3,,0,0.5,0.5,1,0.5,8,0.625,3,4,1,0,1
Educare,both,LW,yes,n,education,n,care,n,,,Thurner (BAI),KS,an educational program intended for persons at least 65 years old,,,,,,,,,,,,,,
educatalog,2,LW,no,n,education,n,catalog,n,,,Thurner,,a product catalog that also features informative editorial content,1,,1,1,0,0,0.5,8,0.625,3,7,1,0,1
educrat,2,LW,no,n,education,n,bureaucrat,n,,,Thurner (BNW),,an educational bureaucrat,1,,0,1,1,1,1,8,0.5,4,9,0.555555556,4,1
Eggcessories,2,WR,yes,n,egg,n,accessories,n,,,Thurner (BTC),KS,"Easter-egg decorating kits (Imagineering, Inc.)",,,,,,,,,,,,,,
Eggsact,1,WR,yes,n,egg,n,exact,adj,,,Thurner (BTC),KS,egg lecithin (Source Naturals),,,,,,,,,,,,,,
Eggspert,2,WR,yes,n,egg,n,expert,n,,,Thurner (BTC),KS,housewares (J & J Mfg. Corp.),,,,,,,,,,,,,,
Eggstendables,1,WR,yes,n,egg,n,extendables,n,,,Thurner (BTC),KS,"egg products (Schneider Brothers, Inc.)",,,,,,,,,,,,,,
Eggstra,2,WR,yes,adj,egg,n,extra,adj,,,Thurner (BTC),KS,"canned foods (Tillie Lewis Foods, Inc.)",,,,,,,,,,,,,,
Elasticap,2,WW,yes,n,elastic,n,cap,n,,,Thurner (BTC),KS,roof-paper adhesive (Missouri Paint & Varnish Co.),,,,,,,,,,,,,,
Elasticlad,2,WW,yes,adj,elastic,n,clad,adj,,,Thurner (BTC),KS,wal coatings (Missouri Paint &Varnish Co.),,,,,,,,,,,,,,
elastration,2,LR,no,n,elastic,n,castration,n,,,Thurner (WE),,"bloodless castration, achieved by fitting a strong rubber band around the scrotum. Elastration is a technique utilized mainly in the breeding of livestock",0,,0.5,1,0.5,1,1,7,0.714285714,2,9,0.888888889,1,1
electionomics,2,WR,no,n,election,n,economics,n,,,Thurner (TM),,the costs involved in running an election campaign,-1,,0.5,1,0.5,1,0,7,1,0,9,1,0,0
electret,2,LR,no,n,electric,adj,magnet,n,,,Thurner (WE),sw1,a dielectric body in which a permanent state of electric polarization has been achieved,1,,1,1,0,0,1,8,0.75,2,6,0.333333333,4,0
Electrocities,2,LR,yes,n,electronic,adj,atrocities,n,,,Thurner (BTC),KS,electronic jewelry and belts (Electrocities Co.),,,,,,,,,,,,,,
electrocute,2,LR,no,v,electric,adj,execute,v,,,Thurner (WWA),,the act of killing a criminal by administering a fatal charge of electricity; any act of killing by means of an electrical charge. Coined in 1890 to describe the function of the newly invented electric chair,0,,1,1,0,0,1,8,0.875,1,8,0.875,1,0
electrolier,2,LR,no,n,electric,adj,chandelier,n,,,Thurner (AL),,a chandelier in which electric bulbs have taken the place of candles,0,,0.5,1,0.5,1,1,8,0.875,1,8,0.5,4,0
electromatic,both,LR,no,adj,electric,adj,automatic,adj,,,Thurner (OED),,pertaining to any electrical equipment that can be operated automatically,-1,,0.5,1,0.5,0,0.5,8,1,0,8,0.875,1,0
electropult,2,LR,no,n,electric,adj,catapult,n,,,Thurner (DNW),,an electrical propulsion device that is used to help aircraft accelerate and take off from short runways,0,,1,1,0,0,1,8,0.75,2,8,0.875,1,1
elevon,both,LR,no,n,elevator,n,aileron,n,,,Thurner (WE),,an airplane control surface that combines the functions of an aileron and an elevator,1,,1,1,0,1,1,7,0.571428571,3,5,0.6,2,1
Elmonica,both,LW,yes,n,Eleanor,n,Monica,n,,,Thurner (NOL),,the name of a community in Oregon said to have been named after the daughters of the city's founder,,,,,,,,,,,,,,
Elvisitor,2,LW,no,n,Elvis,n,visitor,n,,,Thurner (TM),,"a tourist who visits Graceland Mansion in Memphis, Tennessee, the former home of popular singer Elvis Presley",-1,,0.5,1,0.5,1,0.5,5,0.8,1,6,1,0,1
embargaining,2,LW,no,n,embargo,n,bargaining,n,,,Thurner (JA),,"the imposing of special conditions upon a journalist by a news source, in which the journalist is given exclusive information with the understanding that it won't be released until permission to do so has been granted by the source",0,,1,1,0,0,0.5,7,0.857142857,1,8,1,0,1
Embracelette,2,WW,yes,n,embrace,n,bracelette,n,,,Thurner (BTC),KS,watches (Benrus Watch Co.),,,,,,,,,,,,,,
embrangle,both,LR,no,v,embroil,v,entangle,v,,,Thurner (ND),,the act of confusing or involving another in some difficulty,-1,,1,1,0,1,1,6,0.833333333,1,8,0.75,2,0
Emersonthusiast,2,WR,no,n,Emerson,n,enthusiast,n,,,Thurner (AL),,one who is extremely fond of the works of Ralph Waldo Emerson,-1,,0.5,1,0.5,1,0,6,1,0,9,1,0,0
Energenius,2,WR,yes,n,energy,n,genius,n,,,Thurner (BTC),KS,"thermostats (Jameson Home Products, Inc.)",,,,,,,,,,,,,,
Entergy,2,WR,yes,n,enter,v,energy,n,,,Thurner (TND),KS,steel door systems (Ceco Corp.),,,,,,,,,,,,,,
entremanure,1,LW,no,n,entrepreneur,n,manure,n,,,Thurner (TM),,"an enterprise involving an experimental commercial power plant which burns dried cattle chips for fuel. The prototype for such a plant began producing electric power near El Centro, California, in 1988",2,,1,1,0,1,0.5,10,0.6,4,5,1,0,1
entreporneur,matrix,embed,no,n,entrepreneur,n,porn,n,,,Thurner (BAI),,a person engaged in the production or distribution of pornographic materials,,,,,,,,,,,,,,
entrepreneurtia,2,WR,no,n,entrepreneur,n,inertia,n,,,Thurner (DJ),,"the condition afflicting a corporation when its executive managers, having exerted sufficient effort to reach the top, discourage any similar efforts from lower management personnel that might threaten their own position",1,,1,1,0,0,0.5,10,1,0,5,0.8,1,0
Envelock,2,LW,yes,n,envelope,n,lock,n,,,Thurner (BTC),KS,envelope fasteners (Ames Safety Envelope Co.),,,,,,,,,,,,,,
Envelopener,2,WW,yes,n,envelope,n,opener,n,,,Thurner (BTC),KS,envelope openers (Omatron Corp.),,,,,,,,,,,,,,
Enviromelt,2,LW,yes,v,environment,n,melt,v,,,Thurner (BTC),KS,chemicals for melting ice and snow (Para Products),,,,,,,,,,,,,,
Enviromins,2,LR,yes,n,environment,n,vitamins,n,,,Thurner (BTC),KS,vitamins (Twin Laboratories),,,,,,,,,,,,,,
environics,2,LR,no,n,environment,n,electronics,n,,,Thurner (BNW),,"the use of electronic equipment to control environmental conditions, pertaining primarily to the regulation of laboratory environments",0,,0,1,1,1,1,11,0.090909091,10,11,0.545454545,5,1
environmental illness,2,WW,no,n,environmental,adj,mental illness,n,,,Thurner,,a chronic inability to regard the environment as anything but an expendable resource to be exploited for profit,1,,1,0,1,0,0.5,13,1,0,11,0.272727273,8,0
epicurate,2,WW,no,n,epicure,n,curate,n,,,Thurner (BL),,a clergyman distinguished by his acute fondness for good food,1,,0.5,1,0.5,1,0,7,1,0,6,1,0,0
epigrammar,2,WW,no,n,epigram,n,grammar,n,,,Thurner (TM),,written or spoken language that is rich in epigrams,1,,1,0.5,0.5,0,0,7,1,0,5,1,0,0
epoxidation,2,LW,no,n,epoxy,n,oxidation,n,,,Thurner (DST),,a chemical reaction yielding an epoxy compound,-1,,0.5,1,0.5,1,0.5,6,0.833333333,1,9,1,0,1
eroduction,2,LR,no,n,erotic,adj,production,n,,,Thurner (DA),,"a film, television program, or stage play featuring erotic scenes or episodes",0,,0,1,1,1,1,6,0.5,3,9,0.888888889,1,1
Erusticator,matrix,embed,yes,n,eradicator,n,rust,n,,,Thurner (BTC),KS,"rust remover (Albatross USA, Inc.)",,,,,,,,,,,,,,
estatescape,both,WR,no,n,estate,n,escape,n,,,Thurner (NW),,an estate used as a refuge or vacation retreat,0,,1,0.5,0.5,1,0,5,1,0,5,1,0,0
eunanch,2,LL,no,n,eunuch,n,anchor,n,,,Thurner (JA),,a print journalist's derisive name for a television news anchorperson,,,,,,,,,,,,,,
euphemantics,2,LR,no,n,euphemistic,adj,semantics,n,,,Thurner (JA),,the business of selling products or services by means of indirect promotional messages,1,,1,1,0,0,1,10,0.7,3,9,0.777777778,2,1
euphobia,2,LW,no,n,euphoria,n,phobia,n,,,Thurner (BNE),,"an obsessive fear of good news, generally used in a humorous or satiric sense",1,,1,1,0,0,0.5,7,0.714285714,2,5,1,0,1
Eurafrican,both,LW,yes,n,European,n,African,n,,,Thurner (OED),,the name given to a race of dark-skinned people who once inhabited both the European and African coasts of the Mediterranean Sea,,,,,,,,,,,,,,
Eurasian,both,LW,yes,n,European,n,Asian,n,,,Thurner (WE),,a person of mixed European and Asian descent,,,,,,,,,,,,,,
Eurocracy,2,LR,no,n,European,adj,bureaucracy,n,,,Thurner (BNW),,"the administrative apparatus of the European Economic Community, or Common Market",0,,0,1,1,1,1,8,0.625,3,10,0.9,1,1
Europhoria,2,LR,no,n,Europe,n,euphoria,n,,,Thurner (TM),,"an attitude of heightened optimism in regard to Europe's future, based on the continent's powerful economic expansion in the '80s and the prospect of increased cooperation among Common Market members",-2,,0.5,1,0.5,1,1,5,0.8,1,7,0.857142857,1,1
Europort,2,LW,no,n,Europe,n,port,n,,,Thurner (BAR),,"a European seaport serving major international markets, and especially trade among the Common Market countries",1,,1,0.5,0.5,0,0,5,1,0,4,1,0,0
Eurosclerosis,2,LR,no,n,Europe,n,arteriosclerosis,n,,,Thurner (TM),,"Europe's economic affliction during the 1970s, characterized by a constricted flow of business activity because of overregulation, underinvestment, and waning competitiveness",-5,,0.5,1,0.5,1,1,5,0.8,1,15,0.6,6,0
evidentually,both,LR,no,adv,evidently,adv,eventually,adv,,,Thurner (FW),,"pertaining to something which is not now apparent, but which will be eventually",-1,,0.5,1,0.5,0,1,9,0.888888889,1,10,0.9,1,1
exaccurate,both,LW,no,adj,exact,adj,accurate,adj,,,Thurner (PBW),,painstakingly precise,-1,,1,1,0,1,0,6,1,0,6,1,0,0
examnesia,2,WW,no,n,exam,n,amnesia,n,,,Thurner (YNW),,the sudden loss of memory often experienced by students while writing an exam,-1,,0.5,1,0.5,1,0,5,1,0,6,1,0,0
Excelerator,2,orth,yes,n,excel,v,accelerator,n,,,Thurner (BTC),KS,"toy vehicle (Mattel, Inc.)",,,,,,,,,,,,,,
exclosure,2,LR,no,n,exclude,v,enclosure,n,,,Thurner (DNW),,an area from which animals are exclued by fencing or other barriers,-1,,1,1,0,0,1,7,0.714285714,2,7,0.857142857,1,1
Exercycle,2,LW,yes,n,exercise,n,cycle,n,,,Thurner (BTC),KS,exercise equipment (Exercycle Corp.),,,,,,,,,,,,,,
expectacle,2,LW,no,n,expect,v,spectacle,n,,,Thurner (MBN),,an event which is awaited with great anticipation,-1,,1,1,0,0,0,7,1,0,9,1,0,0
expugn,both,LR,no,n,expunge,v,impugn,v,,,Thurner (BL),,"to expunge or erase; to impugn, or call into question",0,,1,1,0,1,1,7,0.714285714,2,6,0.833333333,1,1
expunctuation,1,WR,no,n,expunction,n,punctuation,n,,,Thurner (OED),,the deletion of material from written copy during the process of editing,-1,,0.5,1,0.5,0,0,10,1,0,10,1,0,0
Exquisiteyes,2,WW,yes,n,exquisite,adj,eyes,n,,,Thurner (BTC),KS,"optical products (Caesar, Inc.)",,,,,,,,,,,,,,
extencisor,both,LR,no,n,extensor,n,exerciser,n,,,Thurner (BNE),,a mechanical device designed to aid in exercising and strengthening the fingers and wrist,-1,,1,0,1,1,0.5,8,1,0,8,0.75,2,0
extrality,2,WR,no,n,extra,adj,territoriality,n,,,Thurner (OED),,"the right of jurisdiction claimed by a country in regard to its citizens while they are in another country; a compressed form of the word ""extraterritoriality""",-5,,1,1,0,0,0.5,6,1,0,13,0.615384615,5,0
extreamline,2,WW,no,v,extreme,adj,streamline,v,,,Thurner,,the process of designing or producing something with a singularly streamlined form,0,,1,1,0,0,0,7,1,0,8,1,0,0
Fabricadabra,both,WW,yes,n,fabric,n,abracadabra,n,,,Thurner (BTC),JM,"bras, Exquisite Form Industries",,,,,,,,,,,,,,
Fabricork,both,WW,yes,n,fabric,n,cork,n,,,Thurner (BTC),JM,"vinyl plastic bulletin boards, Claridge Products & Equipment, Inc.",,,,,,,,,,,,,,
Fabricushion,both,WW,yes,n,fabric,n,cushion,n,,,Thurner (BTC),JM,"stamp pads, Consolidated Business Products",,,,,,,,,,,,,,
Fabulace,both,LW,yes,n,fabulous,adj,lace,n,,,Thurner (BTC),JM,"pantyhose, Burlington Industries",,,,,,,,,,,,,,
Fabulash,both,LW,yes,n,fabulous,adj,lash,n,,,Thurner (BTC),JM,"eye makeup, Revlon, Inc.",,,,,,,,,,,,,,
facho,2,LR,no,adj,female,adj,macho,adj,,,Thurner (OL),,"an exaggerated sense of female pride, coined by Claire Boothe Luce in answer to the popular use of 'macho'",0,,1,1,0,0,1,5,0.2,4,4,0.75,1,1
faction,both,WR,no,n,fact,n,fiction,n,,,Thurner (BNE),,"a written work that is based on factual material, but written in the style of a fictional novel",-1,,1,1,0,1,1,4,0.75,1,6,0.833333333,1,1
factrip,2,WW,no,n,fact,n,trip,n,,,Thurner (JA),,"a political fact-finding trip, undertaken to gather information about a particular problem or issue",0,,1,1,0,0,0,4,1,0,4,1,0,0
faddict,2,WW,no,n,fad,n,addict,n,,,Thurner (BDC),,a person who tends to compulsively indulge in a fashion or craze.  Also:  'faddiction',-1,,1,1,0,0,0,3,1,0,5,1,0,0
faddiction,2,WW,no,n,fad,n,addiction,n,,,Thurner,,Cf. 'faddict',-2,,0,1,1,1,0.5,3,1,0,7,0.857142857,1,0
fadical,2,WR,no,n,fad,n,radical,n,,,Thurner (JA),,"someone attracted to a movement or cause simply because it is in vogue, and not because of any real sense of commitment",-2,,1,1,0,0,0.5,3,1,0,7,0.857142857,1,0
fagtory,2,WR,no,n,fag,n,factory,n,,,Thurner (FW),,a manufacturing plant where cigarettes are produced,-2,,1,1,0,0,0.5,3,1,0,6,0.833333333,1,0
fakelore,2,WR,no,n,fake,adj,folklore,n,,,Thurner (WES),,"pseudo-folklore presented as genuine and traditional lore, despite the fact that it originates from sources other than folk tradition or belief.  Coined by American folklorist Richard Dorson in 1950",-1,,1,1,0,0,0.5,3,1,0,6,0.833333333,1,0
fandangled,2,LR,no,adj,fandango,n,new-fangled,adj,,,Thurner (DS),,of the newest or most novel fashion,0,,1,0,1,0,1,8,0.875,1,9,0.777777778,2,0
fanglomerate,2,WR,no,n,fan,n,conglomerate,n,,,Thurner (OED),,a kind of rock consisting of fragments deposited in an alluvial fan and consolidated into a single mass,-3,,1,1,0,0,0.5,3,1,0,10,0.8,2,0
fantabulous,both,LR,no,adj,fantastic,adj,fabulous,adj,,,Thurner (DCS),,sublime; extraordinary,0,,1,1,0,1,0.5,9,0.666666667,3,8,1,0,1
fantigue,2,LR,no,n,fantastic,adj,fatigue,n,,,Thurner (WE),,a state of great excitement or tension,1,,0,1,1,1,1,9,0.444444444,5,5,0.8,1,1
Farmaster,both,LR,yes,n,farm,n,master,n,,,Thurner (BTC),JM,"fence and gates, Behlen Mfg. Co.",,,,,,,,,,,,,,
farmerceutical,2,WR,no,n,farmer,n,pharmaceutical,n,,,Thurner (NW),,any one of a number of growth hormones used by farmers to increase the growth rate of livestock,-3,,0.5,1,0.5,1,0.5,5,1,0,12,0.916666667,1,0
fatiloquent,2,WR,no,adj,fate,n,eloquent,adj,,,Thurner (WE),,eloquently prophetic,-2,,0.5,1,0.5,1,0,3,1,0,8,1,0,0
feebility,2,LR,no,n,feeble,adj,debility,n,,,Thurner (PBW),,a state of acute physical weakness,-2,,0,1,1,1,1,5,0.8,1,8,0.75,2,0
feep,2,LR,no,n,feeble,adj,beep,n,,,Thurner (SL),,the soft beeping sound a computer terminal makes when it is switched on,1,,1,1,0,0,1,5,0.4,3,3,0.666666667,1,1
feevee,2,WR,no,n,fee,n,TV,n,,,Thurner (BJ),,an optional service available to cable subscribers in which more television channels are provided if the subscriber pays an additional monthly fee,-1,,1,1,0,0,0.5,2,1,0,4,0.75,1,0
felsic,both,LL,no,adj,feldspar,n,silica,n,,,Thurner (OED),,"pertaining to a group of light-colored minerals, including feldspar and quartz",,,,,,,,,,,,,,
femagoguery,2,LR,no,n,female,adj,demagoguery,n,,,Thurner (BDC),,"an appeal ot the basic emotions and fears of women, especially when in regard to economic or political issues",-3,,1,1,0,0,1,5,0.4,3,9,0.888888889,1,1
Femarines,2,LW,no,n,female,adj,Marines,n,,,Thurner (LWW),,military slang for the women's Reserve of the US Marine Corps during World War II,0,,0.5,1,0.5,1,0.5,5,0.4,3,5,1,0,1
femcee,2,LW,no,n,female,adj,emcee,n,,,Thurner (DD),,a female master of ceremonies,0,,1,1,0,0,0.5,5,0.4,3,4,1,0,1
feminar,2,LR,no,n,female,adj,seminar,n,,,Thurner (JO),,a presentation or series of presentations intended for an audience of women,-1,,1,1,0,0,1,5,0.4,3,7,0.857142857,1,1
femlin,2,LR,no,n,female,adj,gremlin,n,,,Thurner (SD),,"Australian slang for what is known in America as a ""beach bunny,"" a young woman who hangs around surfers but rarely surfs herself. A gremlin is a surfing enthusiast who Is not very adept at the sport",0,,1,1,0,0,1,5,0.6,2,7,0.714285714,2,1
ferrod,2,LW,no,n,ferrite,n,rod,n,,,Thurner (DOC),,a ferrite rod that is used as a sensing device in computer data files,1,,1,0.5,0.5,0,0.5,5,0.6,2,3,1,0,1
fertigation,both,LR,no,n,fertilization,n,irrigation,n,,,Thurner (TM),,a form of irrigation in which precise amounts of water and nutrients drip onto growing plants,1,,0,1,1,0,1,11,0.727272727,3,8,0.75,2,1
figitated,2,WR,no,adj,fidget,v,agitated,adj,,,Thurner (BL),,uneasy; agitated,-2,,1,1,0,0,1,5,0.8,1,8,0.875,1,1
Filamerican,1,LW,no,n,Filipino,n,American,n,,,Thurner (WE),,a Filipino who exhibits sympathetic or loyal feelings toward Americans,0,,1,1,0,1,0.5,8,0.625,3,8,1,0,1
filmosque,2,WW,no,n,film,n,mosque,n,,,Thurner (DA),,a movie theater designed in the extravagantly arabesque style popular during the 1920s,0,,1,0.5,0.5,0,0,4,1,0,4,1,0,0
finickety,both,LR,no,adj,finicky,n,persnickety,n,,,Thurner (DS),,exhibiting extrememly meticulous or exacting standards,-1,,0,1,1,0,1,6,0.833333333,1,9,0.666666667,3,0
finitiative,2,LW,no,n,finish,v,initiative,n,,,Thurner (MBN),,the ability to finish what one has started,-2,,0,1,1,1,0,5,1,0,8,1,0,0
Fintastic,2,WR,yes,adj,fin,n,fantastic,adj,,,Thurner (TND),KS,"fish food and aquarium supplies, Fintastic.",,,,,,,,,,,,,,
